genome	base	coverage
scaffold_11136	1153	13
scaffold_11136	1154	13
scaffold_11136	1155	13
scaffold_11136	1156	13
scaffold_11136	1157	13
scaffold_11136	1158	13
scaffold_11136	1159	13
scaffold_11136	1160	13
scaffold_11136	1161	12
scaffold_11136	1162	12
scaffold_11136	1163	12
scaffold_11136	1164	12
scaffold_11136	1165	11
scaffold_11136	1166	11
scaffold_11136	1167	11
scaffold_11136	1168	11
scaffold_11136	1169	11
scaffold_11136	1170	11
scaffold_11136	1171	11
scaffold_11136	1172	12
scaffold_11136	1173	12
scaffold_11136	1174	13
scaffold_11136	1175	13
scaffold_11136	1176	12
scaffold_11136	1177	12
scaffold_11136	1178	12
scaffold_11136	1179	12
scaffold_11136	1180	12
scaffold_11136	1181	12
scaffold_11136	1182	12
scaffold_11136	1183	12
scaffold_11136	1184	12
scaffold_11136	1185	12
scaffold_11136	1186	12
scaffold_11136	1187	12
scaffold_11136	1188	12
scaffold_11136	1189	13
scaffold_11136	1190	13
scaffold_11136	1191	13
scaffold_11136	1192	13
scaffold_11136	1193	14
scaffold_11136	1194	14
scaffold_11136	1195	14
scaffold_11136	1196	14
scaffold_11136	1197	14
scaffold_11136	1198	14
scaffold_11136	1199	14
scaffold_11136	1200	14
scaffold_11136	1201	14
scaffold_11136	1202	14
scaffold_11136	1203	14
scaffold_11136	1204	13
scaffold_11136	1205	13
scaffold_11136	1206	13
scaffold_11136	1207	12
scaffold_11136	1208	12
scaffold_11136	1209	12
scaffold_11136	1210	12
scaffold_11136	1211	12
scaffold_11136	1212	12
scaffold_11136	1213	12
scaffold_11136	1214	12
scaffold_11136	1215	12
scaffold_11136	1216	12
scaffold_11136	1217	12
scaffold_11136	1218	13
scaffold_11136	1219	13
scaffold_11136	1220	13
scaffold_11136	1221	13
scaffold_11136	1222	14
scaffold_11136	1223	15
scaffold_11136	1224	17
scaffold_11136	1225	17
scaffold_11136	1226	17
scaffold_11136	1227	17
scaffold_11136	1228	17
scaffold_11136	1229	17
scaffold_11136	1230	17
scaffold_11136	1231	17
scaffold_11136	1232	17
scaffold_11136	1233	17
scaffold_11136	1234	17
scaffold_11136	1235	17
scaffold_11136	1236	17
scaffold_11136	1237	17
scaffold_11136	1238	18
scaffold_11136	1239	18
scaffold_11136	1240	18
scaffold_11136	1241	18
scaffold_11136	1242	18
scaffold_11136	1243	17
scaffold_11136	1244	17
scaffold_11136	1245	17
scaffold_11136	1246	17
scaffold_11136	1247	18
scaffold_11136	1248	18
scaffold_11136	1249	17
scaffold_11136	1250	17
scaffold_11136	1251	17
scaffold_11136	1252	17
scaffold_11136	1253	17
scaffold_11136	1254	17
scaffold_11136	1255	17
scaffold_11136	1256	17
scaffold_11136	1257	16
scaffold_11136	1258	16
scaffold_11136	1259	16
scaffold_11136	1260	16
scaffold_11136	1261	15
scaffold_11136	1262	15
scaffold_11136	1263	14
scaffold_11136	1264	14
scaffold_11136	1265	14
scaffold_11136	1266	14
scaffold_11136	1267	13
scaffold_11136	1268	13
scaffold_11136	1269	13
scaffold_11136	1270	13
scaffold_11136	1271	13
scaffold_11136	1272	12
scaffold_11136	1273	11
scaffold_11136	1274	11
scaffold_11136	1275	11
scaffold_11136	1276	11
scaffold_11136	1277	11
scaffold_11136	1278	11
scaffold_11136	1279	11
scaffold_11136	1280	11
scaffold_11136	1281	11
scaffold_11136	1282	11
scaffold_11136	1283	11
scaffold_11136	1284	12
scaffold_11136	1285	12
scaffold_11136	1286	12
scaffold_11136	1287	12
scaffold_11136	1288	12
scaffold_11136	1289	12
scaffold_11136	1290	11
scaffold_11136	1291	11
scaffold_11136	1292	11
scaffold_11136	1293	11
scaffold_11136	1294	11
scaffold_11136	1295	11
scaffold_11136	1296	11
scaffold_11136	1297	11
scaffold_11136	1298	11
scaffold_11136	1299	10
scaffold_11136	1300	10
scaffold_11136	1301	11
scaffold_11136	1302	12
scaffold_11136	1303	13
scaffold_11136	1304	12
scaffold_11136	1305	12
scaffold_11136	1306	12
scaffold_11136	1307	12
scaffold_11136	1308	12
scaffold_11136	1309	12
scaffold_11136	1310	13
scaffold_11136	1311	13
scaffold_11136	1312	13
scaffold_11136	1313	13
scaffold_11136	1314	13
scaffold_11136	1315	13
scaffold_11136	1316	13
scaffold_11136	1317	13
scaffold_11136	1318	13
scaffold_11136	1319	13
scaffold_11136	1320	13
scaffold_11136	1321	12
scaffold_11136	1322	12
scaffold_11136	1323	12
scaffold_11136	1324	12
scaffold_11136	1325	12
scaffold_11136	1326	12
scaffold_11136	1327	12
scaffold_11136	1328	12
scaffold_11136	1329	12
scaffold_11136	1330	12
scaffold_11136	1331	12
scaffold_11136	1332	12
scaffold_11136	1333	11
scaffold_11136	1334	11
scaffold_11136	1335	11
scaffold_11136	1336	11
scaffold_11136	1337	11
scaffold_11136	1338	11
scaffold_11136	1339	11
scaffold_11136	1340	11
scaffold_11136	1341	11
scaffold_11136	1342	11
scaffold_11136	1343	11
scaffold_11136	1344	11
scaffold_11136	1345	11
scaffold_11136	1346	11
scaffold_11136	1347	11
scaffold_11136	1348	11
scaffold_11136	1349	10
scaffold_11136	1350	10
scaffold_11136	1351	9
scaffold_11136	1352	8
scaffold_11136	1353	8
scaffold_11136	1354	7
scaffold_11136	1355	6
scaffold_11136	1356	5
scaffold_11136	1357	5
scaffold_11136	1358	5
scaffold_11136	1359	5
scaffold_11136	1360	5
scaffold_11136	1361	5
scaffold_11136	1362	5
scaffold_11136	1363	6
scaffold_11136	1364	6
scaffold_11136	1365	6
scaffold_11136	1366	6
scaffold_11136	1367	6
scaffold_11136	1368	6
scaffold_11136	1369	5
scaffold_11136	1370	5
scaffold_11136	1371	5
scaffold_11136	1372	5
scaffold_11136	1373	5
scaffold_11136	1374	5
scaffold_11136	1375	5
scaffold_11136	1376	5
scaffold_11136	1377	5
scaffold_11136	1378	4
scaffold_11136	1379	4
scaffold_11136	1380	4
scaffold_11136	1381	4
scaffold_11136	1382	4
scaffold_11136	1383	4
scaffold_11136	1384	4
scaffold_11136	1385	4
scaffold_11136	1386	4
scaffold_11136	1387	4
scaffold_11136	1388	4
scaffold_11136	1389	4
scaffold_11136	1390	4
scaffold_11136	1391	4
scaffold_11136	1392	5
scaffold_11136	1393	5
scaffold_11136	1394	5
scaffold_11136	1395	5
scaffold_11136	1396	5
scaffold_11136	1397	5
scaffold_11136	1398	5
scaffold_11136	1399	5
scaffold_11136	1400	5
scaffold_11136	1401	5
scaffold_11136	1402	5
scaffold_11136	1403	5
scaffold_11136	1404	5
scaffold_11136	1405	5
scaffold_11136	1406	5
scaffold_11136	1407	5
scaffold_11136	1408	5
scaffold_11136	1409	5
scaffold_11136	1410	5
scaffold_11136	1411	5
scaffold_11136	1412	5
scaffold_11136	1413	5
scaffold_11136	1414	5
scaffold_11136	1415	5
scaffold_11136	1416	5
scaffold_11136	1417	5
scaffold_11136	1418	5
scaffold_11136	1419	5
scaffold_11136	1420	5
scaffold_11136	1421	5
scaffold_11136	1422	5
scaffold_11136	1423	5
scaffold_11136	1424	5
scaffold_11136	1425	5
scaffold_11136	1426	5
scaffold_11136	1427	5
scaffold_11136	1428	5
scaffold_11136	1429	5
scaffold_11136	1430	5
scaffold_11136	1431	4
scaffold_11136	1432	5
scaffold_11136	1433	5
scaffold_11136	1434	4
scaffold_11136	1435	4
scaffold_11136	1436	4
scaffold_11136	1437	4
scaffold_11136	1438	4
scaffold_11136	1439	4
scaffold_11136	1440	4
scaffold_11136	1441	4
scaffold_11136	1442	3
scaffold_11136	1443	3
scaffold_11136	1444	3
scaffold_11136	1445	3
scaffold_11136	1446	3
scaffold_11136	1447	3
scaffold_11136	1448	3
scaffold_11136	1449	3
scaffold_11136	1450	3
scaffold_11136	1451	3
scaffold_11136	1452	3
scaffold_11136	1453	3
scaffold_11136	1454	3
scaffold_11136	1455	3
scaffold_11136	1456	4
scaffold_11136	1457	4
scaffold_11136	1458	4
scaffold_11136	1459	5
scaffold_11136	1460	5
scaffold_11136	1461	5
scaffold_11136	1462	5
scaffold_11136	1463	5
scaffold_11136	1464	5
scaffold_11136	1465	5
scaffold_11136	1466	5
scaffold_11136	1467	5
scaffold_11136	1468	5
scaffold_11136	1469	5
scaffold_11136	1470	5
scaffold_11136	1471	6
scaffold_11136	1472	6
scaffold_11136	1473	6
scaffold_11136	1474	6
scaffold_11136	1475	6
scaffold_11136	1476	6
scaffold_11136	1477	6
scaffold_11136	1478	6
scaffold_11136	1479	6
scaffold_11136	1480	6
scaffold_11136	1481	6
scaffold_11136	1482	6
scaffold_11136	1483	6
scaffold_11136	1484	6
scaffold_11136	1485	6
scaffold_11136	1486	6
scaffold_11136	1487	6
scaffold_11136	1488	6
scaffold_11136	1489	6
scaffold_11136	1490	6
scaffold_11136	1491	6
scaffold_11136	1492	6
scaffold_11136	1493	6
scaffold_11136	1494	6
scaffold_11136	1495	5
scaffold_11136	1496	5
scaffold_11136	1497	5
scaffold_11136	1498	5
scaffold_11136	1499	5
scaffold_11136	1500	5
scaffold_11136	1501	6
scaffold_11136	1502	6
scaffold_11136	1503	6
scaffold_11136	1504	6
scaffold_11136	1505	6
scaffold_11136	1506	6
scaffold_11136	1507	6
scaffold_11136	1508	6
scaffold_11136	1509	7
scaffold_11136	1510	7
scaffold_11136	1511	7
scaffold_11136	1512	7
scaffold_11136	1513	7
scaffold_11136	1514	7
scaffold_11136	1515	7
scaffold_11136	1516	7
scaffold_11136	1517	7
scaffold_11136	1518	7
scaffold_11136	1519	7
scaffold_11136	1520	7
scaffold_11136	1521	7
scaffold_11136	1522	7
scaffold_11136	1523	7
scaffold_11136	1524	6
scaffold_11136	1525	6
scaffold_11136	1526	6
scaffold_11136	1527	6
scaffold_11136	1528	6
scaffold_11136	1529	6
scaffold_11136	1530	6
scaffold_11136	1531	6
scaffold_11136	1532	6
scaffold_11136	1533	6
scaffold_11136	1534	6
scaffold_11136	1535	6
scaffold_11136	1536	6
scaffold_11136	1537	6
scaffold_11136	1538	6
scaffold_11136	1539	6
scaffold_11136	1540	6
scaffold_11136	1541	6
scaffold_11136	1542	6
scaffold_11136	1543	7
scaffold_11136	1544	7
scaffold_11136	1545	7
scaffold_11136	1546	7
scaffold_11136	1547	7
scaffold_11136	1548	7
scaffold_11136	1549	7
scaffold_11136	1550	7
scaffold_11136	1551	7
scaffold_11136	1552	7
scaffold_11136	1553	7
scaffold_11136	1554	7
scaffold_11136	1555	7
scaffold_11136	1556	7
scaffold_11136	1557	7
scaffold_11136	1558	7
scaffold_11136	1559	7
scaffold_11136	1560	7
scaffold_11136	1561	7
scaffold_11136	1562	7
scaffold_11136	1563	7
scaffold_11136	1564	6
scaffold_11136	1565	6
scaffold_11136	1566	6
scaffold_11136	1567	7
scaffold_11136	1568	7
scaffold_11136	1569	7
scaffold_11136	1570	7
scaffold_11136	1571	7
scaffold_11136	1572	7
scaffold_11136	1573	7
scaffold_11136	1574	7
scaffold_11136	1575	7
scaffold_11136	1576	7
scaffold_11136	1577	7
scaffold_11136	1578	7
scaffold_11136	1579	7
scaffold_11136	1580	7
scaffold_11136	1581	7
scaffold_11136	1582	7
scaffold_11136	1583	7
scaffold_11136	1584	7
scaffold_11136	1585	7
scaffold_11136	1586	7
scaffold_11136	1587	6
scaffold_11136	1588	5
scaffold_11136	1589	6
scaffold_11136	1590	6
scaffold_11136	1591	6
scaffold_11136	1592	6
scaffold_11136	1593	6
scaffold_11136	1594	8
scaffold_11136	1595	8
scaffold_11136	1596	8
scaffold_11136	1597	8
scaffold_11136	1598	8
scaffold_11136	1599	8
scaffold_11136	1600	8
scaffold_11136	1601	8
scaffold_11136	1602	8
scaffold_11136	1603	7
scaffold_11136	1604	7
scaffold_11136	1605	7
scaffold_11136	1606	7
scaffold_11136	1607	7
scaffold_11136	1608	7
scaffold_11136	1609	7
scaffold_11136	1610	7
scaffold_11136	1611	7
scaffold_11136	1612	7
scaffold_11136	1613	8
scaffold_11136	1614	8
scaffold_11136	1615	8
scaffold_11136	1616	8
scaffold_11136	1617	10
scaffold_11136	1618	10
scaffold_11136	1619	10
scaffold_11136	1620	10
scaffold_11136	1621	10
scaffold_11136	1622	10
scaffold_11136	1623	10
scaffold_11136	1624	10
scaffold_11136	1625	10
scaffold_11136	1626	10
scaffold_11136	1627	10
scaffold_11136	1628	10
scaffold_11136	1629	10
scaffold_11136	1630	10
scaffold_11136	1631	10
scaffold_11136	1632	10
scaffold_11136	1633	10
scaffold_11136	1634	10
scaffold_11136	1635	10
scaffold_11136	1636	10
scaffold_11136	1637	10
scaffold_11136	1638	10
scaffold_11136	1639	10
scaffold_11136	1640	9
scaffold_11136	1641	9
scaffold_11136	1642	9
scaffold_11136	1643	9
scaffold_11136	1644	10
scaffold_11136	1645	10
scaffold_11136	1646	11
scaffold_11136	1647	11
scaffold_11136	1648	11
scaffold_11136	1649	11
scaffold_11136	1650	11
scaffold_11136	1651	11
scaffold_11136	1652	11
scaffold_11136	1653	11
scaffold_11136	1654	11
scaffold_11136	1655	11
scaffold_11136	1656	11
scaffold_11136	1657	11
scaffold_11136	1658	11
scaffold_11136	1659	11
scaffold_11136	1660	11
scaffold_11136	1661	11
scaffold_11136	1662	11
scaffold_11136	1663	11
scaffold_11136	1664	10
scaffold_11136	1665	10
scaffold_11136	1666	11
scaffold_11136	1667	11
scaffold_11136	1668	11
scaffold_11136	1669	11
scaffold_11136	1670	11
scaffold_11136	1671	12
scaffold_11136	1672	13
scaffold_11136	1673	13
scaffold_11136	1674	13
scaffold_11136	1675	12
scaffold_11136	1676	12
scaffold_11136	1677	12
scaffold_11136	1678	12
scaffold_11136	1679	12
scaffold_11136	1680	12
scaffold_11136	1681	12
scaffold_11136	1682	12
scaffold_11136	1683	12
scaffold_11136	1684	12
scaffold_11136	1685	13
scaffold_11136	1686	13
scaffold_11136	1687	14
scaffold_11136	1688	14
scaffold_11136	1689	14
scaffold_11136	1690	14
scaffold_11136	1691	15
scaffold_11136	1692	15
scaffold_11136	1693	15
scaffold_11136	1694	15
scaffold_11136	1695	15
scaffold_11136	1696	15
scaffold_11136	1697	15
scaffold_11136	1698	15
scaffold_11136	1699	16
scaffold_11136	1700	16
scaffold_11136	1701	16
scaffold_11136	1702	16
scaffold_11136	1703	17
scaffold_11136	1704	17
scaffold_11136	1705	17
scaffold_11136	1706	16
scaffold_11136	1707	16
scaffold_11136	1708	16
scaffold_11136	1709	16
scaffold_11136	1710	16
scaffold_11136	1711	16
scaffold_11136	1712	16
scaffold_11136	1713	15
scaffold_11136	1714	15
scaffold_11136	1715	15
scaffold_11136	1716	15
scaffold_11136	1717	15
scaffold_11136	1718	15
scaffold_11136	1719	15
scaffold_11136	1720	16
scaffold_11136	1721	16
scaffold_11136	1722	16
scaffold_11136	1723	16
scaffold_11136	1724	16
scaffold_11136	1725	16
scaffold_11136	1726	14
scaffold_11136	1727	16
scaffold_11136	1728	16
scaffold_11136	1729	16
scaffold_11136	1730	16
scaffold_11136	1731	16
scaffold_11136	1732	15
scaffold_11136	1733	15
scaffold_11136	1734	15
scaffold_11136	1735	15
scaffold_11136	1736	15
scaffold_11136	1737	15
scaffold_11136	1738	15
scaffold_11136	1739	15
scaffold_11136	1740	15
scaffold_11136	1741	15
scaffold_11136	1742	15
scaffold_11136	1743	15
scaffold_11136	1744	15
scaffold_11136	1745	15
scaffold_11136	1746	15
scaffold_11136	1747	14
scaffold_11136	1748	14
scaffold_11136	1749	14
scaffold_11136	1750	14
scaffold_11136	1751	14
scaffold_11136	1752	14
scaffold_11136	1753	14
scaffold_11136	1754	14
scaffold_11136	1755	14
scaffold_11136	1756	13
scaffold_11136	1757	13
scaffold_11136	1758	13
scaffold_11136	1759	13
scaffold_11136	1760	13
scaffold_11136	1761	13
scaffold_11136	1762	13
scaffold_11136	1763	13
scaffold_11136	1764	13
scaffold_11136	1765	13
scaffold_11136	1766	13
scaffold_11136	1767	13
scaffold_11136	1768	13
scaffold_11136	1769	13
scaffold_11136	1770	13
scaffold_11136	1771	13
scaffold_11136	1772	13
scaffold_11136	1773	13
scaffold_11136	1774	13
scaffold_11136	1775	13
scaffold_11136	1776	12
scaffold_11136	1777	11
scaffold_11136	1778	12
scaffold_11136	1779	12
scaffold_11136	1780	12
scaffold_11136	1781	12
scaffold_11136	1782	12
scaffold_11136	1783	13
scaffold_11136	1784	13
scaffold_11136	1785	13
scaffold_11136	1786	13
scaffold_11136	1787	13
scaffold_11136	1788	13
scaffold_11136	1789	13
scaffold_11136	1790	13
scaffold_11136	1791	13
scaffold_11136	1792	13
scaffold_11136	1793	13
scaffold_11136	1794	13
scaffold_11136	1795	12
scaffold_11136	1796	12
scaffold_11136	1797	12
scaffold_11136	1798	11
scaffold_11136	1799	12
scaffold_11136	1800	12
scaffold_11136	1801	12
scaffold_11136	1802	12
scaffold_11136	1803	12
scaffold_11136	1804	13
scaffold_11136	1805	13
scaffold_11136	1806	13
scaffold_11136	1807	13
scaffold_11136	1808	13
scaffold_11136	1809	13
scaffold_11136	1810	13
scaffold_11136	1811	13
scaffold_11136	1812	13
scaffold_11136	1813	13
scaffold_11136	1814	13
scaffold_11136	1815	13
scaffold_11136	1816	13
scaffold_11136	1817	13
scaffold_11136	1818	13
scaffold_11136	1819	12
scaffold_11136	1820	12
scaffold_11136	1821	11
scaffold_11136	1822	11
scaffold_11136	1823	11
scaffold_11136	1824	11
scaffold_11136	1825	11
scaffold_11136	1826	11
scaffold_11136	1827	11
scaffold_11136	1828	11
scaffold_11136	1829	11
scaffold_11136	1830	10
scaffold_11136	1831	9
scaffold_11136	1832	10
scaffold_11136	1833	10
scaffold_11136	1834	10
scaffold_11136	1835	10
scaffold_11136	1836	10
scaffold_11136	1837	10
scaffold_11136	1838	11
scaffold_11136	1839	11
scaffold_11136	1840	11
scaffold_11136	1841	11
scaffold_11136	1842	11
scaffold_11136	1843	11
scaffold_11136	1844	11
scaffold_11136	1845	11
scaffold_11136	1846	11
scaffold_11136	1847	11
scaffold_11136	1848	11
scaffold_11136	1849	11
scaffold_11136	1850	11
scaffold_11136	1851	9
scaffold_11136	1852	9
scaffold_11136	1853	9
scaffold_11136	1854	9
scaffold_11136	1855	9
scaffold_11136	1856	9
scaffold_11136	1857	11
scaffold_11136	1858	11
scaffold_11136	1859	11
scaffold_11136	1860	11
scaffold_11136	1861	11
scaffold_11136	1862	11
scaffold_11136	1863	11
scaffold_11136	1864	11
scaffold_11136	1865	12
scaffold_11136	1866	12
scaffold_11136	1867	12
scaffold_11136	1868	12
scaffold_11136	1869	12
scaffold_11136	1870	12
scaffold_11136	1871	12
scaffold_11136	1872	12
scaffold_11136	1873	12
scaffold_11136	1874	12
scaffold_11136	1875	12
scaffold_11136	1876	12
scaffold_11136	1877	12
scaffold_11136	1878	12
scaffold_11136	1879	12
scaffold_11136	1880	11
scaffold_11136	1881	11
scaffold_11136	1882	11
scaffold_11136	1883	12
scaffold_11136	1884	12
scaffold_11136	1885	12
scaffold_11136	1886	12
scaffold_11136	1887	12
scaffold_11136	1888	12
scaffold_11136	1889	12
scaffold_11136	1890	12
scaffold_11136	1891	12
scaffold_11136	1892	12
scaffold_11136	1893	12
scaffold_11136	1894	12
scaffold_11136	1895	12
scaffold_11136	1896	12
scaffold_11136	1897	12
scaffold_11136	1898	12
scaffold_11136	1899	12
scaffold_11136	1900	12
scaffold_11136	1901	12
scaffold_11136	1902	13
scaffold_11136	1903	13
scaffold_11136	1904	13
scaffold_11136	1905	13
scaffold_11136	1906	13
scaffold_11136	1907	13
scaffold_11136	1908	13
scaffold_11136	1909	13
scaffold_11136	1910	12
scaffold_11136	1911	12
scaffold_11136	1912	12
scaffold_11136	1913	12
scaffold_11136	1914	12
scaffold_11136	1915	9
scaffold_11136	1916	9
scaffold_11136	1917	8
scaffold_11136	1918	8
scaffold_11136	1919	8
scaffold_11136	1920	8
scaffold_11136	1921	8
scaffold_11136	1922	8
scaffold_11136	1923	8
scaffold_11136	1924	8
scaffold_11136	1925	8
scaffold_11136	1926	8
scaffold_11136	1927	8
scaffold_11136	1928	8
scaffold_11136	1929	8
scaffold_11136	1930	8
scaffold_11136	1931	7
scaffold_11136	1932	7
scaffold_11136	1933	6
scaffold_11136	1934	6
scaffold_11136	1935	6
scaffold_11136	1936	4
scaffold_11136	1937	3
scaffold_11136	1938	3
scaffold_11136	1939	3
scaffold_11136	1940	4
scaffold_11136	1941	4
scaffold_11136	1942	4
scaffold_11136	1943	4
scaffold_11136	1944	4
scaffold_11136	1945	4
scaffold_11136	1946	4
scaffold_11136	1947	4
scaffold_11136	1948	4
scaffold_11136	1949	5
scaffold_11136	1950	5
scaffold_11136	1951	5
scaffold_11136	1952	5
scaffold_11136	1953	5
scaffold_11136	1954	5
scaffold_11136	1955	5
scaffold_11136	1956	7
scaffold_11136	1957	7
scaffold_11136	1958	7
scaffold_11136	1959	7
scaffold_11136	1960	7
scaffold_11136	1961	7
scaffold_11136	1962	7
scaffold_11136	1963	7
scaffold_11136	1964	6
scaffold_11136	1965	6
scaffold_11136	1966	6
scaffold_11136	1967	6
scaffold_11136	1968	6
scaffold_11136	1969	6
scaffold_11136	1970	6
scaffold_11136	1971	6
scaffold_11136	1972	6
scaffold_11136	1973	6
scaffold_11136	1974	6
scaffold_11136	1975	6
scaffold_11136	1976	6
scaffold_11136	1977	6
scaffold_11136	1978	6
scaffold_11136	1979	6
scaffold_11136	1980	6
scaffold_11136	1981	6
scaffold_11136	1982	6
scaffold_11136	1983	6
scaffold_11136	1984	6
scaffold_11136	1985	6
scaffold_11136	1986	5
scaffold_11136	1987	5
scaffold_11136	1988	5
scaffold_11136	1989	5
scaffold_11136	1990	5
scaffold_11136	1991	5
scaffold_11136	1992	5
scaffold_11136	1993	7
scaffold_11136	1994	7
scaffold_11136	1995	7
scaffold_11136	1996	6
scaffold_11136	1997	6
scaffold_11136	1998	6
scaffold_11136	1999	6
scaffold_11136	2000	6
scaffold_11136	2001	6
scaffold_11136	2002	7
scaffold_11136	2003	9
scaffold_11136	2004	9
scaffold_11136	2005	9
scaffold_11136	2006	9
scaffold_11136	2007	10
scaffold_11136	2008	10
scaffold_11136	2009	10
scaffold_11136	2010	10
scaffold_11136	2011	10
scaffold_11136	2012	11
scaffold_11136	2013	11
scaffold_11136	2014	11
scaffold_11136	2015	11
scaffold_11136	2016	11
scaffold_11136	2017	11
scaffold_11136	2018	11
scaffold_11136	2019	11
scaffold_11136	2020	11
scaffold_11136	2021	11
scaffold_11136	2022	11
scaffold_11136	2023	11
scaffold_11136	2024	11
scaffold_11136	2025	11
scaffold_11136	2026	11
scaffold_11136	2027	11
scaffold_11136	2028	11
scaffold_11136	2029	11
scaffold_11136	2030	11
scaffold_11136	2031	11
scaffold_11136	2032	12
scaffold_11136	2033	12
scaffold_11136	2034	12
scaffold_11136	2035	12
scaffold_11136	2036	12
scaffold_11136	2037	12
scaffold_11136	2038	12
scaffold_11136	2039	13
scaffold_11136	2040	13
scaffold_11136	2041	13
scaffold_11136	2042	13
scaffold_11136	2043	14
scaffold_11136	2044	14
scaffold_11136	2045	14
scaffold_11136	2046	14
scaffold_11136	2047	14
scaffold_11136	2048	15
scaffold_11136	2049	15
scaffold_11136	2050	16
scaffold_11136	2051	16
scaffold_11136	2052	16
scaffold_11136	2053	16
scaffold_11136	2054	16
scaffold_11136	2055	16
scaffold_11136	2056	16
scaffold_11136	2057	16
scaffold_11136	2058	16
scaffold_11136	2059	16
scaffold_11136	2060	16
scaffold_11136	2061	16
scaffold_11136	2062	16
scaffold_11136	2063	16
scaffold_11136	2064	16
scaffold_11136	2065	17
scaffold_11136	2066	17
scaffold_11136	2067	17
scaffold_11136	2068	17
scaffold_11136	2069	17
scaffold_11136	2070	17
scaffold_11136	2071	17
scaffold_11136	2072	17
scaffold_11136	2073	17
scaffold_11136	2074	17
scaffold_11136	2075	17
scaffold_11136	2076	18
scaffold_11136	2077	18
scaffold_11136	2078	18
scaffold_11136	2079	18
scaffold_11136	2080	17
scaffold_11136	2081	16
scaffold_11136	2082	16
scaffold_11136	2083	16
scaffold_11136	2084	16
scaffold_11136	2085	16
scaffold_11136	2086	16
scaffold_11136	2087	16
scaffold_11136	2088	14
scaffold_11136	2089	14
scaffold_11136	2090	14
scaffold_11136	2091	14
scaffold_11136	2092	14
scaffold_11136	2093	14
scaffold_11136	2094	14
scaffold_11136	2095	14
scaffold_11136	2096	14
scaffold_11136	2097	14
scaffold_11136	2098	14
scaffold_11136	2099	13
scaffold_11136	2100	13
scaffold_11136	2101	13
scaffold_11136	2102	13
scaffold_11136	2103	13
scaffold_11136	2104	13
scaffold_11136	2105	13
scaffold_11136	2106	13
scaffold_11136	2107	13
scaffold_11136	2108	13
scaffold_11136	2109	14
scaffold_11136	2110	14
scaffold_11136	2111	14
scaffold_11136	2112	14
scaffold_11136	2113	14
scaffold_11136	2114	14
scaffold_11136	2115	14
scaffold_11136	2116	14
scaffold_11136	2117	14
scaffold_11136	2118	14
scaffold_11136	2119	14
scaffold_11136	2120	14
scaffold_11136	2121	14
scaffold_11136	2122	14
scaffold_11136	2123	14
scaffold_11136	2124	14
scaffold_11136	2125	12
scaffold_11136	2126	12
scaffold_11136	2127	13
scaffold_11136	2128	14
scaffold_11136	2129	11
scaffold_11136	2130	11
scaffold_11136	2131	11
scaffold_11136	2132	11
scaffold_11136	2133	11
scaffold_11136	2134	11
scaffold_11136	2135	11
scaffold_11136	2136	11
scaffold_11136	2137	11
scaffold_11136	2138	11
scaffold_11136	2139	10
scaffold_11136	2140	10
scaffold_11136	2141	10
scaffold_11136	2142	10
scaffold_11136	2143	9
scaffold_11136	2144	9
scaffold_11136	2145	11
scaffold_11136	2146	11
scaffold_11136	2147	12
scaffold_11136	2148	12
scaffold_11136	2149	12
scaffold_11136	2150	13
scaffold_11136	2151	13
scaffold_11136	2152	13
scaffold_11136	2153	13
scaffold_11136	2154	13
scaffold_11136	2155	14
scaffold_11136	2156	14
scaffold_11136	2157	14
scaffold_11136	2158	14
scaffold_11136	2159	14
scaffold_11136	2160	14
scaffold_11136	2161	14
scaffold_11136	2162	14
scaffold_11136	2163	14
scaffold_11136	2164	14
scaffold_11136	2165	14
scaffold_11136	2166	14
scaffold_11136	2167	14
scaffold_11136	2168	14
scaffold_11136	2169	14
scaffold_11136	2170	13
scaffold_11136	2171	13
scaffold_11136	2172	13
scaffold_11136	2173	13
scaffold_11136	2174	13
scaffold_11136	2175	12
scaffold_11136	2176	13
scaffold_11136	2177	13
scaffold_11136	2178	12
scaffold_11136	2179	12
scaffold_11136	2180	12
scaffold_11136	2181	12
scaffold_11136	2182	12
scaffold_11136	2183	12
scaffold_11136	2184	12
scaffold_11136	2185	12
scaffold_11136	2186	12
scaffold_11136	2187	12
scaffold_11136	2188	12
scaffold_11136	2189	12
scaffold_11136	2190	12
scaffold_11136	2191	12
scaffold_11136	2192	12
scaffold_11136	2193	12
scaffold_11136	2194	12
scaffold_11136	2195	12
scaffold_11136	2196	11
scaffold_11136	2197	11
scaffold_11136	2198	11
scaffold_11136	2199	11
scaffold_11136	2200	11
scaffold_11136	2201	11
scaffold_11136	2202	10
scaffold_11136	2203	10
scaffold_11136	2204	10
scaffold_11136	2205	10
scaffold_11136	2206	10
scaffold_11136	2207	10
scaffold_11136	2208	9
scaffold_11136	2209	9
scaffold_11136	2210	9
scaffold_11136	2211	9
scaffold_11136	2212	9
scaffold_11136	2213	9
scaffold_11136	2214	10
scaffold_11136	2215	11
scaffold_11136	2216	11
scaffold_11136	2217	11
scaffold_11136	2218	11
scaffold_11136	2219	11
scaffold_11136	2220	11
scaffold_11136	2221	11
scaffold_11136	2222	11
scaffold_11136	2223	11
scaffold_11136	2224	11
scaffold_11136	2225	11
scaffold_11136	2226	11
scaffold_11136	2227	11
scaffold_11136	2228	12
